id,log_price,property_type_encoded,room_type_encoded,bed_type_encoded,city_encoded,neighbourhood_encoded,cancellation_policy_encoded,amenities_score,host_experience_years,cleaning_fee_encoded,instant_bookable_encoded,host_identity_verified_encoded,accommodates_numeric,bedrooms_numeric,beds_numeric,bathrooms_numeric,number_of_reviews_numeric,review_scores_rating_numeric,latitude_numeric,longitude_numeric
9905783,4.74493212836325,9,5,1,3,4,1,214,4.810403832991102,1,1,1,3,0.0,2.0,1.0,8,97.0,40.71360462425702,-73.98936247176495
20780877,5.393627546352364,7,5,1,3,5,2,80,3.3347022587268995,1,0,0,2,1.0,1.0,1.5,1,100.0,40.727333104424666,-73.99037421932401
4025329,4.007333185232471,7,2,1,3,2,2,201,0.0,1,0,1,2,1.0,1.0,1.0,10,96.0,40.683364038718906,-73.90714901973877
13039122,4.23410650459726,6,2,1,3,2,1,118,1.4647501711156743,1,0,1,2,1.0,1.0,2.0,24,88.0,40.695705100103886,-73.9206975368551
11476512,4.74493212836325,7,2,1,3,5,3,136,3.5592060232717317,1,1,0,2,1.0,1.0,1.0,12,98.0,40.722543924562366,-73.99542955835294
11992914,5.075173815233828,7,5,1,3,5,2,81,4.37782340862423,1,0,1,2,1.0,2.0,1.0,5,84.0,40.733733488369815,-74.00659839251365
18675083,3.80666248977032,7,2,1,3,1,1,84,1.5030800821355237,1,1,1,3,1.0,2.0,1.0,244,97.0,40.770259198962,-73.87560933282403
12004744,4.976733742420574,7,5,1,3,4,2,137,1.6016427104722792,1,0,1,2,0.0,1.0,1.0,3,100.0,40.76773378283674,-73.95455834099334
8195318,4.143134726391533,3,2,1,3,3,1,116,2.217659137577002,1,0,1,2,1.0,1.0,1.0,23,95.0,40.67789256824369,-73.94614639807277
19087867,5.521460917862246,7,5,1,3,5,2,114,1.431895961670089,1,0,1,2,1.0,1.0,1.0,3,100.0,40.72564912166048,-74.00161230930563
14796238,4.653960350157523,4,2,1,3,3,1,253,2.3436002737850785,0,0,1,4,2.0,2.0,1.5,64,99.0,40.58662450387922,-73.81249871253458
12308959,5.459585514144161,7,5,1,3,5,2,108,1.374401095140315,0,0,0,4,2.0,2.0,1.0,17,91.0,40.757108429360926,-73.99665326189253
3615796,5.700443573390688,7,5,1,5,4,1,183,3.2197125256673513,1,1,1,6,2.0,2.0,1.0,115,98.0,42.36000710094668,-71.06661125772438
15798828,4.653960350157523,1,5,1,2,2,1,134,2.209445585215606,1,0,1,2,0.0,2.0,1.0,16,99.0,34.042034807200984,-118.30622319621963
19694463,4.0943445622221,7,2,1,4,3,3,88,0.813141683778234,0,0,0,2,1.0,2.0,1.0,1,100.0,38.94836379293901,-77.06431352264795
18275681,4.867534450455582,7,5,1,4,4,3,114,3.1238877481177276,1,0,0,2,1.0,1.0,1.0,3,47.0,38.963289373528106,-77.07428787767044
2936449,5.010635294096256,9,5,1,3,4,1,126,1.5331964407939767,1,0,1,6,3.0,3.0,1.0,3,100.0,40.68150612728439,-73.9928463312812
16321223,4.248495242049359,7,2,1,3,3,3,246,0.9527720739219713,1,1,1,3,1.0,1.0,1.0,127,94.0,40.66429522693789,-73.95196079962088
9684262,4.532599493153255,7,5,1,3,3,1,194,0.9938398357289527,1,1,1,4,0.0,2.0,1.0,13,94.0,40.79527897640823,-73.94418267830774
5146173,4.4998096703302615,7,5,1,2,3,2,134,0.6324435318275154,1,1,1,3,2.0,2.0,1.0,25,98.0,33.90194884456646,-118.22602683761995
20424773,5.003946305945459,4,5,1,2,5,1,211,2.9897330595482545,1,0,1,4,1.0,1.0,1.0,8,100.0,34.13751871671957,-118.36360839226224
14407767,5.433722003554242,3,5,1,2,3,1,184,2.9842573579739904,1,0,0,6,3.0,3.0,1.0,85,97.0,34.092261046780486,-118.29851560900818
19100241,4.787491742782046,7,5,1,3,4,2,174,0.0,1,0,1,4,1.0,1.0,1.0,2,100.0,40.68625923216123,-73.9623727261741
18199361,4.787491742782046,3,2,1,3,1,2,90,3.7946611909650922,1,1,0,3,1.0,1.0,1.0,9,97.0,40.74111372555953,-73.8943462238632
1841832,4.248495242049359,7,1,1,2,4,1,120,1.1471594798083504,1,0,0,1,1.0,1.0,1.0,19,99.0,34.07046774192178,-118.45389600474066
4620262,5.857933154483459,7,5,1,3,3,2,263,1.1444216290212184,1,1,1,10,4.0,5.0,1.0,67,96.0,40.75718046463773,-73.9305842640436
16965094,5.010635294096256,7,5,1,3,5,1,117,1.429158110882957,1,0,1,4,1.0,1.0,1.0,26,98.0,40.73000673843303,-73.98463836764186
1530386,5.68697535633982,3,5,1,3,4,2,195,4.780287474332649,1,0,1,6,2.0,4.0,1.5,7,97.0,40.6610623171776,-73.98316096744549
4836986,5.010635294096256,7,5,1,3,5,1,100,3.9534565366187544,1,1,1,2,1.0,1.0,1.0,13,100.0,40.7327784381599,-74.00665649900172
19596066,4.0943445622221,7,5,1,3,1,3,140,4.574948665297741,1,0,1,2,1.0,1.0,1.0,2,100.0,40.70699537327046,-73.90085741527427
2934692,5.857933154483459,7,5,1,5,5,2,126,4.079397672826831,1,0,1,4,3.0,2.0,2.5,14,98.0,42.35279313342642,-71.07730649782242
18877699,4.465908118654584,7,5,1,3,4,1,158,0.0,1,0,0,2,1.0,1.0,1.0,2,100.0,40.77628450917097,-73.95266307476643
17206947,4.48863636973214,1,5,1,2,3,3,145,0.4106776180698152,1,1,1,1,1.0,1.0,1.0,2,60.0,34.0371015479955,-118.42504869517616
18226182,4.4998096703302615,7,2,1,3,4,3,91,4.008213552361396,0,0,1,2,1.0,1.0,1.0,2,100.0,40.8008152369792,-73.964482058866
13686205,6.214608098422191,10,5,1,3,2,1,146,5.111567419575633,1,0,1,16,3.0,3.0,1.0,2,100.0,40.69710651211504,-73.92523376701884
13167484,4.74493212836325,7,5,1,2,4,2,197,0.35044490075290896,1,0,0,3,1.0,1.0,1.0,8,100.0,34.08823030285693,-118.3620967489687
18180752,5.293304824724492,7,5,1,3,5,1,154,5.27583846680356,1,0,1,3,2.0,3.0,1.0,2,100.0,40.73102848529801,-74.00151717139578
441901,4.6443908991413725,7,5,1,2,4,1,169,4.068446269678303,1,0,1,3,1.0,1.0,1.0,46,90.0,34.09615165817564,-118.26027032045882
1217318,4.219507705176107,7,2,1,3,4,2,103,3.7262149212867897,1,0,1,2,1.0,1.0,1.0,5,100.0,40.70617094725047,-73.9367439618854
20637981,5.272999558563747,7,5,1,3,2,3,105,0.0,1,0,0,4,2.0,2.0,1.0,2,90.0,40.69716363455887,-73.91447192613484
17907114,5.010635294096256,10,5,1,5,4,1,166,6.877481177275839,1,0,1,2,1.0,1.0,1.0,97,97.0,37.79579579428225,-122.41533449205014
9712126,4.174387269895637,7,2,1,3,4,1,156,3.326488706365503,1,0,1,1,1.0,1.0,1.0,90,94.0,40.705368109007466,-73.92974713503516
533625,3.80666248977032,3,2,1,4,4,2,98,0.7145790554414785,1,0,1,2,1.0,1.0,1.0,1,100.0,38.90012532411698,-76.99020580340647
12476212,4.553876891600541,3,5,1,2,3,2,190,1.1882272416153319,1,1,1,4,2.0,2.0,1.0,9,100.0,33.98319620119369,-118.052571540142
3869319,4.477336814478207,7,2,-1,3,4,1,91,2.2587268993839835,1,1,1,2,1.0,1.0,1.0,184,93.0,40.78882574105168,-73.97616147567852
3582797,4.653960350157523,7,5,1,4,4,3,81,1.6454483230663928,1,0,1,2,0.0,1.0,1.0,10,98.0,38.91135514199722,-77.02279983636625
17590525,3.7841896339182615,6,2,1,3,2,1,100,3.2279260780287475,1,0,0,1,1.0,1.0,1.0,1,100.0,40.70127353036392,-73.92606877475255
13344433,5.5174528964647065,7,5,1,3,3,1,130,5.171800136892539,1,0,1,8,4.0,6.0,1.0,3,80.0,40.659463901629096,-73.94961235573689
14405126,4.174387269895637,7,5,1,3,3,1,169,3.403148528405202,1,1,1,2,1.0,1.0,1.0,36,91.0,40.68757344830785,-73.93031806061103
7902556,5.14166355650266,7,5,1,3,4,1,147,0.8870636550308009,1,0,0,4,1.0,2.0,1.0,110,92.0,40.71319074233594,-73.9580691362581
2995701,4.219507705176107,7,2,1,3,4,3,106,1.0212183436002737,1,0,1,2,1.0,1.0,1.0,3,100.0,40.78285331864622,-73.94565587493905
9782,4.718498871295094,7,5,1,3,3,1,146,3.4469541409993156,1,0,1,4,1.0,2.0,1.0,83,97.0,40.68631098807495,-73.93992726062562
9853959,5.075173815233828,7,2,1,3,5,3,55,0.07118412046543464,0,1,0,2,1.0,1.0,1.0,4,90.0,40.745858083337744,-74.00360502820537
17764860,4.007333185232471,3,2,1,2,1,3,194,0.8706365503080082,1,0,1,2,1.0,1.0,1.0,31,94.0,33.96585420319423,-118.34711889396073
16658801,5.010635294096256,7,5,1,3,4,3,185,3.0910335386721424,0,0,1,2,1.0,1.0,1.0,11,95.0,40.78670686222277,-73.97824774280187
4730172,4.48863636973214,7,2,1,5,3,1,159,4.254620123203286,1,0,1,2,1.0,1.0,1.0,62,92.0,37.76907821184396,-122.42031988076656
7731797,4.174387269895637,1,5,1,2,3,1,134,0.6817248459958932,1,0,0,3,0.0,2.0,1.0,42,95.0,34.2686747835472,-118.49132131094088
12315897,4.90527477843843,7,5,1,3,3,2,143,2.080766598220397,1,0,1,2,1.0,2.0,1.0,28,87.0,40.57909994393785,-73.98143123453171
6646805,4.0943445622221,7,2,1,3,3,3,89,1.4948665297741273,0,0,0,1,1.0,1.0,1.0,6,83.0,40.803187161941295,-73.95432251263128
4880542,4.07753744390572,7,2,1,3,4,1,157,1.648186173853525,1,0,0,3,1.0,2.0,1.0,5,95.0,40.7996342902538,-73.9679286325956
13192336,5.010635294096256,7,5,1,3,3,2,95,4.758384668035592,0,1,0,2,2.0,1.0,1.0,1,100.0,40.67747328653586,-73.94973391556009
7807561,5.393627546352364,7,5,1,3,4,2,209,2.21492128678987,1,0,1,3,1.0,2.0,1.0,5,96.0,40.71813346044753,-73.98598501466078
11825039,5.298317366548036,7,5,1,3,4,1,96,2.0616016427104724,1,1,1,2,1.0,1.0,1.0,3,87.0,40.773776438367584,-73.95684484120335
19023209,4.584967478670572,7,5,1,3,3,1,60,2.7652292950034223,1,0,0,2,1.0,1.0,1.0,9,91.0,40.6743197362644,-73.95948606851366
9550480,5.4380793089231965,7,5,1,3,5,2,78,0.0,1,0,0,2,0.0,1.0,1.0,1,100.0,40.74466692245145,-73.98031663475393
17905019,4.787491742782046,7,5,1,2,4,1,108,5.341546885694729,1,0,0,2,1.0,1.0,1.0,73,94.0,34.05551254018063,-118.34914500603772
6170738,5.313205979041787,3,5,1,2,4,2,200,3.802874743326489,1,0,1,9,4.0,4.0,2.0,52,93.0,34.088881791438304,-118.36087405296914
4661760,6.2633982625916245,7,5,1,3,5,1,270,5.566050650239562,1,1,1,5,1.0,3.0,1.0,27,98.0,40.735282055669295,-74.00688952439204
13906636,5.075173815233828,7,5,1,3,4,1,58,4.531143052703627,1,0,1,2,1.0,1.0,1.0,2,60.0,40.71863647998979,-73.98496228328555
16443208,4.74493212836325,7,5,1,2,3,1,165,0.971937029431896,1,1,0,5,0.0,3.0,1.0,89,93.0,34.04896184591987,-118.27028114135273
14650833,4.23410650459726,7,2,1,3,4,1,99,4.440793976728268,1,1,0,2,1.0,1.0,1.0,3,20.0,40.712853207007775,-73.9615136439818
1755844,5.003946305945459,3,5,1,5,2,1,138,5.28952772073922,1,0,1,5,4.0,3.0,2.0,1,100.0,42.30988682257417,-71.11789702317628
1102942,4.605170185988092,7,1,1,3,3,3,97,1.8261464750171115,0,1,1,3,1.0,2.0,1.0,1,100.0,40.77266351632032,-73.9026779910605
6719207,5.003946305945459,7,5,1,3,5,1,143,3.6249144421629023,1,1,1,4,1.0,2.0,1.0,37,81.0,40.75351911396464,-73.9680737678772
16337846,4.867534450455582,4,5,1,4,5,2,170,3.430527036276523,1,0,1,2,1.0,1.0,1.5,45,100.0,38.8843403292632,-76.98839031324009
15968539,4.976733742420574,3,5,1,2,5,1,80,2.9596167008898013,1,0,1,3,1.0,1.0,1.0,7,97.0,33.99552048524718,-118.46959876075351
13348000,4.74493212836325,7,5,1,2,4,2,104,4.440793976728268,1,0,1,2,1.0,1.0,1.0,20,92.0,34.081311201413854,-118.38068377315936
14237397,5.68697535633982,7,5,1,5,5,3,129,0.0,0,1,0,5,2.0,2.0,1.0,4,95.0,37.8012570664905,-122.42218659942203
879035,5.5606816310155285,3,5,1,2,1,2,182,0.27652292950034224,1,0,1,7,3.0,5.0,2.0,5,75.0,34.046250454831274,-118.16045954047216
12592117,4.248495242049359,7,5,1,5,2,2,187,2.130047912388775,1,1,1,2,0.0,1.0,1.0,67,90.0,42.38618711248181,-71.00461976225016
8770382,4.976733742420574,7,5,1,2,4,2,118,4.095824777549623,0,1,1,2,1.0,1.0,1.0,2,90.0,33.960552953062425,-118.450301536374
4190935,4.976733742420574,7,5,1,3,1,1,116,0.9965776865160849,1,0,0,4,2.0,2.0,1.0,27,99.0,40.763258677498,-73.88661843384537
17780548,4.454347296253506,7,2,1,3,1,1,138,4.583162217659138,1,0,1,2,1.0,1.0,1.0,7,100.0,40.64575835329744,-74.00258018171706
7423809,6.683360945766275,7,5,1,3,5,1,190,1.9931553730321698,1,0,1,9,5.0,9.0,2.0,61,85.0,40.74790474006868,-73.98682785627841
10230866,3.912023005428147,7,2,1,3,3,3,36,2.9568788501026693,0,0,1,2,1.0,1.0,1.0,4,100.0,40.668907103422,-73.95330437424279
7404255,5.857933154483459,7,5,1,3,4,1,127,7.501711156741957,1,0,1,6,3.0,4.0,1.5,10,96.0,40.72480817161134,-73.9805652508546
18005988,5.043425116919247,3,2,1,5,3,3,98,3.326488706365503,1,0,0,2,1.0,1.0,1.0,147,98.0,37.75942336176793,-122.407542379533
7370580,4.23410650459726,3,2,1,5,1,1,111,1.626283367556468,1,0,1,2,1.0,1.0,1.0,1,100.0,42.27996739005163,-71.09494450740807
9714323,4.605170185988092,7,2,1,3,1,2,109,0.0,1,0,0,3,1.0,2.0,1.0,11,93.0,40.751044876155575,-73.87977165195989
1330775,5.703782474656202,7,5,1,3,5,1,175,3.759069130732375,1,0,1,3,0.0,1.0,1.0,1,100.0,40.73468880675017,-74.00422698024879
14624902,4.3694478524670215,7,2,1,3,3,1,212,2.0424366872005475,1,1,0,2,1.0,1.0,1.0,7,97.0,40.69809500136687,-73.94037535486139
14538224,5.003946305945459,7,5,1,3,4,1,169,2.42299794661191,1,0,1,4,1.0,1.0,1.0,55,95.0,40.71658684479242,-73.98948827483778
8849758,4.465908118654584,7,2,1,3,4,3,68,3.5537303216974676,1,0,0,4,1.0,2.0,1.0,1,100.0,40.78141924689179,-73.9841792263432
9651123,4.59511985013459,3,2,1,5,5,1,109,2.412046543463381,0,1,0,2,1.0,1.0,1.5,5,100.0,42.38278031437876,-71.07711674839383
16288853,4.61512051684126,7,5,1,3,3,2,116,5.823408624229979,0,0,1,4,1.0,1.0,1.0,6,67.0,40.796392722833865,-73.93805484049844
13709910,4.762173934797756,7,5,1,5,3,1,79,5.322381930184805,1,1,1,4,1.0,2.0,1.0,16,85.0,42.34580898591595,-71.10502083897529
12604187,4.941642422609304,7,5,1,2,5,2,118,0.5503080082135524,1,1,0,4,2.0,2.0,1.0,2,60.0,34.02470613447916,-118.4993401096158
14618874,3.80666248977032,7,2,1,3,2,1,258,0.0,1,1,1,2,1.0,1.0,1.0,4,100.0,40.82736053273639,-73.95291626085825
18188738,5.010635294096256,6,5,1,3,3,1,226,0.0,1,1,0,8,3.0,3.0,2.0,12,95.0,40.69256626460483,-73.94656610416212
14802672,4.394449154672439,7,2,1,5,4,1,0,5.034907597535934,1,0,1,2,1.0,1.0,1.0,4,75.0,42.36604009903002,-71.06971034784158
17889452,4.248495242049359,7,2,1,3,4,3,20,0.6242299794661191,0,0,0,2,1.0,1.0,1.0,3,90.0,40.709526071418345,-73.9528404972555
18490915,4.0943445622221,7,2,1,3,4,3,151,3.586584531143053,1,0,1,2,1.0,1.0,1.0,7,86.0,40.79762992948253,-73.96379991019387
14011916,5.298317366548036,9,5,1,5,4,2,119,0.216290212183436,1,1,0,3,2.0,2.0,1.0,9,96.0,37.766339111289646,-122.42941695509472
660008,4.174387269895637,7,5,1,5,5,2,85,4.826830937713894,1,0,1,5,2.0,3.0,1.0,6,95.0,37.79971382426097,-122.40755398110709
16414226,4.867534450455582,7,5,1,3,2,3,135,0.0,1,1,0,4,1.0,2.0,1.0,3,100.0,40.58744502127397,-73.95709156332971
12519645,5.937536205082426,7,5,1,3,5,2,265,5.377138945927447,1,0,1,4,1.0,2.0,2.0,33,99.0,40.731310919053726,-74.00111653145946
15579482,4.709530201312334,7,2,1,3,5,1,88,4.5366187542778915,1,0,1,2,1.0,1.0,1.0,320,90.0,40.74703923241653,-74.00118218032692
17487806,3.912023005428147,7,2,1,3,3,3,107,4.933607118412047,0,0,0,1,1.0,1.0,1.0,2,90.0,40.67908214327978,-73.90987510877703
11728836,4.248495242049359,7,2,1,3,2,1,152,2.6365503080082138,1,0,1,2,1.0,2.0,1.0,10,96.0,40.85676898123604,-73.93715401907444
4296177,3.1780538303479458,3,1,1,3,4,1,161,0.0,1,0,0,5,1.0,5.0,2.5,3,80.0,40.70096710543215,-73.94182162393092
13238211,4.700480365792417,7,5,1,3,3,1,149,0.6160164271047228,1,0,1,2,1.0,1.0,1.0,9,91.0,40.660802019859325,-73.96235080255187
14551017,4.8283137373023015,7,5,1,2,4,1,168,1.2566735112936345,1,1,1,3,1.0,2.0,1.0,3,67.0,34.0645368933455,-118.45240865252256
18275502,4.990432586778736,7,5,1,2,4,2,141,4.136892539356605,1,0,1,3,1.0,1.0,1.0,61,97.0,34.089314934754874,-118.38380602186216
14303653,5.521460917862246,7,5,1,3,4,1,108,2.458590006844627,1,0,1,2,1.0,1.0,1.0,22,98.0,40.72872423603857,-73.98098341232634
6670272,5.476463551931511,7,5,1,3,5,1,169,1.919233401779603,1,1,1,5,1.0,3.0,1.0,81,84.0,40.76069099058216,-73.99067824124423
18746866,4.0943445622221,10,2,1,3,4,3,112,0.30390143737166325,1,0,0,2,1.0,1.0,2.0,1,60.0,40.70660615541843,-73.93583541154727
16160027,4.0943445622221,7,2,1,2,1,2,47,0.35592060232717315,0,0,1,1,1.0,1.0,1.0,5,92.0,34.14959924998055,-118.36061698453304
14637667,5.521460917862246,7,5,1,3,3,1,149,0.0,1,1,0,3,1.0,1.0,1.0,2,100.0,40.68544672620116,-73.95669067355298
20995454,3.80666248977032,3,2,1,3,2,1,38,0.04380561259411362,0,1,1,1,1.0,1.0,1.0,10,98.0,40.65391721013296,-73.73512484155695
3120957,5.043425116919247,7,2,1,3,4,1,157,2.5051334702258727,1,0,1,2,1.0,1.0,2.0,1,80.0,40.70731751888784,-74.00704340146251
1774077,4.48863636973214,9,2,1,3,4,2,98,3.2580424366872007,1,0,0,2,1.0,1.0,1.0,5,100.0,40.68212274016905,-73.96100630251786
